1-byte 	1-byte character ma ky tu 1 bai
abutting	abutting tinh tu gioi han, tiep giapabut   dong tu (  on,  upon) giap gioi voi, tiep giap voi (  on,  against) dua vao, noi dau vao nhau abut ke sat; chung bien
abuzz	abuzz tinh tu day tieng ri ram, on ao
abysm	abysm   danh tu (tho ca) (nhu) abyss
abysmal	abysmal   tinh tu khong day, tham tham, sau khong do duoc abysmal ignorance  su dot nat cung cuc
abysmally	abysmally pho tu tham te, cung cuc, vo cung
abysms	abysm   danh tu (tho ca) (nhu) abyss
abysopelagic	abysopelagic tinh tu thuoc vung khoi- sau tham
abyss	abyss   danh tu vuc sau, vuc tham bien tham long trai dat; dia nguc
abyssal	abyssal   tinh tu sau tham tham, sau nhu vuc tham, sau khong do duoc abyssal depth  cho bien sau nhat (thuoc) bien tham abyssal mund  bun bien tham
abysses	abyss   danh tu vuc sau, vuc tham bien tham long trai dat; dia nguc
abyssobenthic	abyssobenthic tinh tu thuoc day bien tham; thuoc vuc bien tham
ac	acdc ringing (Tech) phep goi dien xoay chieu-mot chieu
ac (alternating component)	ac (alternating component) (Tech) bo phan xoay chieu
ac (alternating current)	ac (alternating current) (Tech) dong dien xoay chieu, dong dien hai chieu; xoay chieu
ac (alternating current) bus	ac (alternating current) bus (Tech) mau tuyen dong dien xoay chieu
ac (alternating current) charging	ac (alternating current) charging (Tech) nap dien dong xoay chieu
ac (alternating current) circuit	ac (alternating current) circuit (Tech) mach dien xoay chieu
ac (alternating current) coupled flip-flop	ac (alternating current) coupled flip-flop (Tech) mach xuc phat ghep xoay chieu
ac (alternating current) coupling	ac (alternating current) coupling (Tech) ghep xoay chieu
ac (alternating current) distribution cabinet	ac (alternating current) distribution cabinet (Tech) hop phan phoi dong dien xoay chieu
ac (alternating current) erasing	ac (alternating current) erasing (Tech) xoa xoay chieu
ac (alternating current) erasing head	ac (alternating current) erasing head (Tech) dau xoa xoay chieu
ac (alternating current) generator	ac (alternating current) generator (Tech) may phat dien xoay chieu
ac (alternating current) Josephson effect	ac (alternating current) Josephson effect (Tech) hieu ung Josephson xoay chieu
ac (alternating current) motor	ac (alternating current) motor (Tech) dong co dien xoay chieu
ac (alternating current) oscillator	ac (alternating current) oscillator (Tech) bo dao dong dien xoay chieu
ac (alternating current) oscillator source	ac (alternating current) oscillator source (Tech) nguon dao dong dien xoay chieu
ac (alternating current) plate resistance	ac (alternating current) plate resistance (Tech) dien tro ban cuc xoay chieu
ac (alternating current) power supply	ac (alternating current) power supply (Tech) nguon dien xoay chieu
ac (alternating current) receiver	ac (alternating current) receiver (Tech) may thu chay dien xoay chieu
ac (alternating current) resistance	ac (alternating current) resistance (Tech) dien tro xoay chieu
ac (alternating current) servo motor	ac (alternating current) servo motor (Tech) dong co tro dong dien xoay chieu
AC-cut quartz	AC-cut quartz (Tech) thach anh kieu cat AC
acacia	acacia   danh tu (thuc vat hoc) giong cay keo
acacias	acacia   danh tu (thuc vat hoc) giong cay keo
academe	academe   danh tu (tho ca) hoc vien; truong dai hoc
academese	academese danh tu phong cach han lam vien
academia	academia danh tu gioi hoc vien
academic	academic   tinh tu (thuoc) hoc vien; (thuoc) truong dai hoc (thuoc) vien han lam co tinh chat hoc thuat an academic debate  mot cuoc tranh luan co tinh chat hoc thuat ly thuyet suong, truu tuong, khong thuc te an academic question  mot van de truu tuong, mot van de khong thuc te (van nghe) kinh vien academic painting  hoi hoa kinh vien (thuoc) truong phai triet hoc Pla-ton  danh tu hoi vien hoc vien vien si nguoi qua ne kinh vien (so nhieu) lap luan hoan toan ly thuyet (so nhieu) mu ao dai hoc (cua giao su va hoc sinh dai hoc o Anh)
academical	academical   tinh tu (thuoc) hoc vien; (thuoc) truong dai hoc
academically	academically pho tu ve mat ly thuyet, thuan ve ly thuyet
academicals	academicals   danh tu so nhieu mu ao dai hoc (cua giao su va hoc sinh dai hoc o Anh)
academician	academician   danh tu vien si
academicians	academician   danh tu vien si
academics	academic   tinh tu (thuoc) hoc vien; (thuoc) truong dai hoc (thuoc) vien han lam co tinh chat hoc thuat an academic debate  mot cuoc tranh luan co tinh chat hoc thuat ly thuyet suong, truu tuong, khong thuc te an academic question  mot van de truu tuong, mot van de khong thuc te (van nghe) kinh vien academic painting  hoi hoa kinh vien (thuoc) truong phai triet hoc Pla-ton  danh tu hoi vien hoc vien vien si nguoi qua ne kinh vien (so nhieu) lap luan hoan toan ly thuyet (so nhieu) mu ao dai hoc (cua giao su va hoc sinh dai hoc o Anh)
academies	academy   danh tu hoc vien a military academy  hoc vien quan su vien han lam truong chuyen nghiep truong tu thuc (danh cho tre em nha giau) vuon A-ca-de-mi (khu vuon gan A-ten noi Pla-ton giang triet hoc); truong phai triet hoc Pla-ton; mon de cua Pla-ton
academy	academy   danh tu hoc vien a military academy  hoc vien quan su vien han lam truong chuyen nghiep truong tu thuc (danh cho tre em nha giau) vuon A-ca-de-mi (khu vuon gan A-ten noi Pla-ton giang triet hoc); truong phai triet hoc Pla-ton; mon de cua Pla-ton
academy award	academy award danh tu phan thuong hang nam do Han lam vien dien anh - nghe thuat - khoa hoc My danh cho nhung thanh tuu ve dien anh
acaleph	acaleph   danh tu loai sua
acanthi	acanthi   danh tu,  so nhieu acanthuses,  acanthi cay o ro (kien truc) hinh trang tri la o ro
acanthocarp	acanthocarp danh tu qua gai
acanthocarpous	acanthocarpous tinh tu co qua gai
acanthocephalan	acanthocephalan danh tu sau bo dau gai tinh tu thuoc sau bo dau gai
acanthocephalans	acanthocephalan danh tu sau bo dau gai tinh tu thuoc sau bo dau gai
acanthocephalous	acanthocephalous tinh tu co dau moc
acanthocladous	acanthocladous tinh tu co canh gai
acanthocyst	acanthocyst danh tu ken gai, nang gai
acanthoma	acanthoma danh tu buou gai
acanthophore	acanthophore danh tu cuong gai; goc gai
acanthophysis	acanthophysis danh tu su rung gai
acanthopore	acanthopore danh tu (sinh hoc) su hoa gai
acanthus	acanthus   danh tu,  so nhieu acanthuses,  acanthi cay o ro (kien truc) hinh trang tri la o ro
acanthuses	acanthus   danh tu,  so nhieu acanthuses,  acanthi cay o ro (kien truc) hinh trang tri la o ro
acapsular	acapsular tinh tu khong bao; khong nang, khong vo
acardia	acardia danh tu tat thieu tim (bam sinh)
acari	acari   danh tu,  so nhieu acari (dong vat hoc) cai ghe
acarid	acarid danh tu (dong vat) bo ve bet tinh tu thuoc bo ve bet
acarids	acarid danh tu (dong vat) bo ve bet tinh tu thuoc bo ve bet
acarpellous	acarpellous   tinh tu (thuc vat hoc) khong la noan
acarpous	acarpous   tinh tu (thuc vat hoc) khong sinh qua
acarus	acarus   danh tu,  so nhieu acari (dong vat hoc) cai ghe
acas	acas (viet tat) Dich vu trong tai, hoa giai va co van (Advisory, Conciliation and Arbitration Service)
acatalectic	acatalectic danh tu cau co so am tiet day du (cau tho)
acaulescent	acaulescent tinh tu (thuc vat) khong than cay
acaulesent	acaulesent   tinh tu (thuc vat hoc) khong than (cay)
acauline	acauline   tinh tu (thuc vat hoc) khong than (cay)
acaulose	acaulose   tinh tu (thuc vat hoc) khong than (cay)
acaulosia	acaulosia danh tu su khong phat trien than
acaulous	acaulous   tinh tu (thuc vat hoc) khong than (cay)
accede	accede   noi dong tu dong y, tan thanh, thua nhan, bang long to accede to an apinion  dong y voi mot y kien to accede to a policy  tan thanh mot chinh sach len (ngoi), nham (chuc) to accede to the throne  len ngoi to accede to an office  nham chuc gia nhap, tham gia to acceden to a party  gia nhap mot dang phai to accede to a treaty  tham gia mot hiep uoc (bang cach chinh thuc tuyen bo chap thuan)
acceded	accede   noi dong tu dong y, tan thanh, thua nhan, bang long to accede to an apinion  dong y voi mot y kien to accede to a policy  tan thanh mot chinh sach len (ngoi), nham (chuc) to accede to the throne  len ngoi to accede to an office  nham chuc gia nhap, tham gia to acceden to a party  gia nhap mot dang phai to accede to a treaty  tham gia mot hiep uoc (bang cach chinh thuc tuyen bo chap thuan)
accedence	accedence xem accede
acceder	acceder xem accede
accedes	accede   noi dong tu dong y, tan thanh, thua nhan, bang long to accede to an apinion  dong y voi mot y kien to accede to a policy  tan thanh mot chinh sach len (ngoi), nham (chuc) to accede to the throne  len ngoi to accede to an office  nham chuc gia nhap, tham gia to acceden to a party  gia nhap mot dang phai to accede to a treaty  tham gia mot hiep uoc (bang cach chinh thuc tuyen bo chap thuan)
acceding	accede   noi dong tu dong y, tan thanh, thua nhan, bang long to accede to an apinion  dong y voi mot y kien to accede to a policy  tan thanh mot chinh sach len (ngoi), nham (chuc) to accede to the throne  len ngoi to accede to an office  nham chuc gia nhap, tham gia to acceden to a party  gia nhap mot dang phai to accede to a treaty  tham gia mot hiep uoc (bang cach chinh thuc tuyen bo chap thuan)
accelerando	accelerando tinh tu,adv (nhac) nhanh dan danh tu ban nhac choi nhanh dan
accelerandou	accelerandou tinh tu,  adv (am nhac) nhanh len
accelerant	accelerant danh tu (hoa hoc) chat lam phan ung hoa hoc xuat hien nhanh hon
accelerants	accelerant danh tu (hoa hoc) chat lam phan ung hoa hoc xuat hien nhanh hon
accelerate	accelerate   ngoai dong tu lam nhanh them; lam chong den; thuc mau, giuc gap rao (buoc) to accelerate the pace  buoc mau hon, rao buoc  noi dong tu tang nhanh hon; mau hon, buoc mau hon, rao buoc gia toc accelerate tang toc, gia toc, lam nhanh
accelerated	accelerate   ngoai dong tu lam nhanh them; lam chong den; thuc mau, giuc gap rao (buoc) to accelerate the pace  buoc mau hon, rao buoc  noi dong tu tang nhanh hon; mau hon, buoc mau hon, rao buoc gia toc accelerate tang toc, gia toc, lam nhanh
Accelerated depreciation	Accelerated depreciation (Econ) Khau hao nhanh, khau hao gia toc.  Xem DEPRECIATION
accelerated test	accelerated test (Tech) trac nghiem gia toc
accelerates	accelerate   ngoai dong tu lam nhanh them; lam chong den; thuc mau, giuc gap rao (buoc) to accelerate the pace  buoc mau hon, rao buoc  noi dong tu tang nhanh hon; mau hon, buoc mau hon, rao buoc gia toc accelerate tang toc, gia toc, lam nhanh
accelerating	accelerating   ngoai dong tu lam nhanh them; lam chong den; thuc mau, giuc gap rao (buoc) to accelerate the pace  buoc mau hon, rao buoc  noi dong tu tang nhanh hon; mau hon, buoc mau hon, rao buoc gia toc accelerate tang toc, gia toc, lam nhanh
accelerating anode	accelerating anode (Tech) duong cuc gia toc
accelerating cavity	accelerating cavity (Tech) cai hoc gia toc
accelerating coil	accelerating coil (Tech) cuon day gia toc
accelerating electrode	accelerating electrode (Tech) dien cuc gia toc
accelerating field	accelerating field (Tech) truong gia toc
accelerating grid	accelerating grid (Tech) luoi gia toc
Accelerating inflation	Accelerating inflation (Econ) Lam phat gia toc.  Su tang vot ty le lam phat. Neu chinh phu co giu ty le that nghiep duoi muc ty le that nghiep tu nhien thi viec do se dan toi lam phat gia toc.
accelerating potential	accelerating potential (Tech) the gia toc
acceleration	acceleration   danh tu su lam nhanh them, su thuc mau, su giuc gap gia toc acceleration of gravity  (vat ly) gia toc cua trong luc acceleration (Tech) gia toc, tang toc; do gia toc acceleration su tang toc, su gia toc, su lam nhanh a. by powering su tang nhanh do hoi tu bang cach nang len luy thua  a. of convergence su tang nhanh do hoi tu, gia toc hoi tu a. of Corriolis su tang toc Coriolit a. of gravity gia toc trong truong a. of falliing body su tang toc gia toc vat roi a. of translation gia toc tinh tien angular a. gia toc goc average a. gia toc trung binh centripetal a. gia toc huong tam acceleration complementary a. su tang toc Coriolit, gia toc Coriolit instantaneous a. gia toc tuc thoi local a. gia toc dia phuong normal a. gia toc phap tuyen relative a. gia toc tuong doi Standar gravitationnal a. gia toc trong truong tieu chuan supplemental a. gia toc tiep tuyen total a. gia toc toan phan uniform a.gia toc deu
acceleration of convergence	acceleration of convergence (Tech) gia toc hoi tu
acceleration parameter	acceleration parameter (Tech) thong so gia toc
acceleration voltage	acceleration voltage (Tech) dien the gia toc
accelerations	acceleration   danh tu su lam nhanh them, su thuc mau, su giuc gap gia toc acceleration of gravity  (vat ly) gia toc cua trong luc acceleration (Tech) gia toc, tang toc; do gia toc acceleration su tang toc, su gia toc, su lam nhanh a. by powering su tang nhanh do hoi tu bang cach nang len luy thua  a. of convergence su tang nhanh do hoi tu, gia toc hoi tu a. of Corriolis su tang toc Coriolit a. of gravity gia toc trong truong a. of falliing body su tang toc gia toc vat roi a. of translation gia toc tinh tien angular a. gia toc goc average a. gia toc trung binh centripetal a. gia toc huong tam acceleration complementary a. su tang toc Coriolit, gia toc Coriolit instantaneous a. gia toc tuc thoi local a. gia toc dia phuong normal a. gia toc phap tuyen relative a. gia toc tuong doi Standar gravitationnal a. gia toc trong truong tieu chuan supplemental a. gia toc tiep tuyen total a. gia toc toan phan uniform a.gia toc deu
accelerative	accelerative   tinh tu lam nhanh then, lam mau them
Accelerator	Accelerator (Econ) Gia so  Xem Accelerator principle.
accelerator	accelerator   danh tu nguoi lam tang toc do may gia toc; chan ga (xe oto) high-frequency accelerator  may gia toc tang cao (hoa hoc) chat gia toc (sinh vat hoc) day than kinh gia toc accelerator (Tech) bo gia toc, bo tang toc
accelerator board	accelerator board (Tech) bang gia toc, tam gia toc
accelerator card	accelerator card (Tech) the gia toc
Accelerator coefficient	Accelerator coefficient (Econ) He so gia toc.  Mot boi so theo do dau tu moi se tang len khi co su thay doi ve san luong.
Accelerator effect	Accelerator effect (Econ) Hieu ung gia toc.
accelerator key	accelerator key (Tech) khoa gia toc, phim gia toc   hot key
Accelerator principle	Accelerator principle (Econ) Nguyen ly gia toc.  Nguyen ly cho rang muc dau tu rong phu thuoc vao muc thay doi du kien ve san luong.
accelerators	Accelerator (Econ) Gia so  Xem Accelerator principle.accelerator   danh tu nguoi lam tang toc do may gia toc; chan ga (xe oto) high-frequency accelerator  may gia toc tang cao (hoa hoc) chat gia toc (sinh vat hoc) day than kinh gia toc accelerator (Tech) bo gia toc, bo tang toc
accelerometer	accelerometer (Tech) may do gia toc, gia toc ke
accelerometers	accelerometer (Tech) may do gia toc, gia toc ke
accent	accent   danh tu trong am dau trong am acute accent  dau sac circumflex accent  dau mu grave accent  dau huyen giong to speak English with a French accent  noi tieng Anh voi giong Phap to speak ina plaintive accent  noi giong than van (so nhieu) loi noi, loi le he found every moving accent to persuade his audience  anh tim nhung loi le that cam dong de thuyet phuc thinh gia (am nhac) nhan; dau nhan (nghia bong) su phan biet ro ret  ngoai dong tu doc co trong am, noi co trong am, doc nhan manh danh dau trong am nhan manh, neu bat accent (Tech) dau, am phu; giong nhan; danh dau (d); nhan manh (d) accent dau phay
accented	accent   danh tu trong am dau trong am acute accent  dau sac circumflex accent  dau mu grave accent  dau huyen giong to speak English with a French accent  noi tieng Anh voi giong Phap to speak ina plaintive accent  noi giong than van (so nhieu) loi noi, loi le he found every moving accent to persuade his audience  anh tim nhung loi le that cam dong de thuyet phuc thinh gia (am nhac) nhan; dau nhan (nghia bong) su phan biet ro ret  ngoai dong tu doc co trong am, noi co trong am, doc nhan manh danh dau trong am nhan manh, neu bat accent (Tech) dau, am phu; giong nhan; danh dau (d); nhan manh (d) accent dau phay
